0, 3.50024
0.00390625, 3.82871
0.0078125, 3.95255
0.0117188, 3.83513
0.015625, 3.62401
0.0195312, 3.51294
0.0234375, 3.57832
0.0273438, 3.73822
0.03125, 3.85572
0.0351562, 3.87624
0.0390625, 3.87317
0.0429688, 3.97345
0.046875, 4.24398
0.0507812, 4.64286
0.0546875, 5.06986
0.0585938, 5.45875
0.0625, 5.82301
0.0664062, 6.21577
0.0703125, 6.64634
0.0742188, 7.03546
0.078125, 7.25593
0.0820312, 7.22748
0.0859375, 6.98556
0.0898438, 6.66471
0.09375, 6.40784
0.0976562, 6.27076
0.101562, 6.19232
0.105469, 6.04937
0.109375, 5.75485
0.113281, 5.32887
0.117188, 4.89062
0.121094, 4.57419
0.125, 4.42834
0.128906, 4.37915
0.132812, 4.2901
0.136719, 4.07334
0.140625, 3.75713
0.144531, 3.45119
0.148438, 3.24711
0.152344, 3.15139
0.15625, 3.1105
0.160156, 3.08826
0.164062, 3.104
0.167969, 3.19181
0.171875, 3.33489
0.175781, 3.456
0.179688, 3.47707
0.183594, 3.38175
0.1875, 3.21808
0.191406, 3.05174
0.195312, 2.92985
0.199219, 2.88281
0.203125, 2.93153
0.207031, 3.06535
0.210938, 3.21501
0.214844, 3.27677
0.21875, 3.19148
0.222656, 3.00367
0.226562, 2.82802
0.230469, 2.74667
0.234375, 2.742
0.238281, 2.73407
0.242188, 2.67562
0.246094, 2.59709
0.25, 2.55948
0.253906, 2.58271
0.257812, 2.63883
0.261719, 2.71319
0.265625, 2.85211
0.269531, 3.13473
0.273438, 3.59818
0.277344, 4.19409
0.28125, 4.81188
0.285156, 5.33488
0.289062, 5.68341
0.292969, 5.83703
0.296875, 5.84544
0.300781, 5.81258
0.304688, 5.83198
0.308594, 5.90405
0.3125, 5.9199
0.316406, 5.75683
0.320312, 5.41062
0.324219, 5.02566
0.328125, 4.77413
0.332031, 4.69867
0.335938, 4.68367
0.339844, 4.58613
0.34375, 4.3845
0.347656, 4.18881
0.351562, 4.11423
0.355469, 4.16537
0.359375, 4.2485
0.363281, 4.27445
0.367188, 4.2276
0.371094, 4.14516
0.375, 4.06615
0.378906, 4.0208
0.382812, 4.04423
0.386719, 4.15425
0.390625, 4.30088
0.394531, 4.37155
0.398438, 4.28961
0.402344, 4.1128
0.40625, 4.00031
0.410156, 4.05364
0.414062, 4.1987
0.417969, 4.25487
0.421875, 4.13004
0.425781, 3.9269
0.429688, 3.83687
0.433594, 3.93874
0.4375, 4.12713
0.441406, 4.24317
0.445312, 4.24901
0.449219, 4.2519
0.453125, 4.37234
0.457031, 4.62801
0.460938, 4.95989
0.464844, 5.33705
0.46875, 5.78729
0.472656, 6.31723
0.476562, 6.8421
0.480469, 7.23377
0.484375, 7.43495
0.488281, 7.4938
0.492188, 7.47464
0.496094, 7.3641
0.5, 7.10235
0.503906, 6.70421
0.507812, 6.30691
0.511719, 6.06045
0.515625, 5.973
0.519531, 5.89467
0.523438, 5.67276
0.527344, 5.31708
0.53125, 5.00106
0.535156, 4.90376
0.539062, 5.05772
0.542969, 5.33878
0.546875, 5.57544
0.550781, 5.65822
0.554688, 5.57472
0.558594, 5.38937
0.5625, 5.2085
0.566406, 5.13357
0.570312, 5.19947
0.574219, 5.34113
0.578125, 5.44295
0.582031, 5.44831
0.585938, 5.42242
0.589844, 5.49094
0.59375, 5.71117
0.597656, 6.01486
0.601562, 6.28473
0.605469, 6.47318
0.609375, 6.62664
0.613281, 6.79806
0.617188, 6.96496
0.621094, 7.05508
0.625, 7.03999
0.628906, 6.97155
0.632812, 6.91329
0.636719, 6.85686
0.640625, 6.73325
0.644531, 6.5061
0.648438, 6.22897
0.652344, 5.99497
0.65625, 5.84309
0.660156, 5.73678
0.664062, 5.63349
0.667969, 5.54824
0.671875, 5.52819
0.675781, 5.57588
0.679688, 5.6271
0.683594, 5.61723
0.6875, 5.55471
0.691406, 5.51061
0.695312, 5.53921
0.699219, 5.62627
0.703125, 5.71861
0.707031, 5.7837
0.710938, 5.82059
0.714844, 5.82283
0.71875, 5.76357
0.722656, 5.63699
0.726562, 5.49909
0.730469, 5.43649
0.734375, 5.48208
0.738281, 5.57498
0.742188, 5.61923
0.746094, 5.57772
0.75, 5.49462
0.753906, 5.42717
0.757812, 5.37716
0.761719, 5.30512
0.765625, 5.19978
0.769531, 5.10513
0.773438, 5.06781
0.777344, 5.07562
0.78125, 5.07111
0.785156, 5.02523
0.789062, 4.97482
0.792969, 4.97245
0.796875, 5.01092
0.800781, 5.01977
0.804688, 4.94165
0.808594, 4.79597
0.8125, 4.65383
0.816406, 4.55816
0.820312, 4.4869
0.824219, 4.39661
0.828125, 4.28253
0.832031, 4.17817
0.835938, 4.10322
0.839844, 4.03623
0.84375, 3.95016
0.847656, 3.8601
0.851562, 3.81375
0.855469, 3.83154
0.859375, 3.87317
0.863281, 3.87695
0.867188, 3.82656
0.871094, 3.76503
0.875, 3.74174
0.878906, 3.75994
0.882812, 3.78524
0.886719, 3.79541
0.890625, 3.8032
0.894531, 3.82711
0.898438, 3.85673
0.902344, 3.86343
0.90625, 3.84188
0.910156, 3.82375
0.914062, 3.84218
0.917969, 3.89192
0.921875, 3.93598
0.925781, 3.94722
0.929688, 3.92875
0.933594, 3.89093
0.9375, 3.82649
0.941406, 3.72792
0.945312, 3.62532
0.949219, 3.58022
0.953125, 3.62097
0.957031, 3.69157
0.960938, 3.69049
0.964844, 3.57524
0.96875, 3.41806
0.972656, 3.33815
0.976562, 3.37465
0.980469, 3.44289
0.984375, 3.43252
0.988281, 3.34557
0.992188, 3.3176
0.996094, 3.48547
1, 3.83318
1.00391, 4.17912
1.00781, 4.32673
1.01172, 4.23501
1.01562, 4.047
1.01953, 3.9556
1.02344, 4.03948
1.02734, 4.2182
1.03125, 4.35296
1.03516, 4.3858
1.03906, 4.38897
1.04297, 4.49155
1.04688, 4.76301
1.05078, 5.16148
1.05469, 5.58471
1.05859, 5.96568
1.0625, 6.32013
1.06641, 6.70446
1.07031, 7.12899
1.07422, 7.51281
1.07812, 7.7272
1.08203, 7.69307
1.08594, 7.44882
1.08984, 7.13053
1.09375, 6.87974
1.09766, 6.74996
1.10156, 6.67968
1.10547, 6.54738
1.10938, 6.26722
1.11328, 5.85826
1.11719, 5.43781
1.12109, 5.13977
1.125, 5.01477
1.12891, 4.99018
1.13281, 4.92773
1.13672, 4.73575
1.14062, 4.44004
1.14453, 4.15135
1.14844, 3.96396
1.15234, 3.88552
1.15625, 3.86105
1.16016, 3.85234
1.16406, 3.87854
1.16797, 3.97528
1.17188, 4.12691
1.17578, 4.25578
1.17969, 4.2829
1.18359, 4.19214
1.1875, 4.03266
1.19141, 3.87045
1.19531, 3.75141
1.19922, 3.70489
1.20312, 3.75287
1.20703, 3.88757
1.21094, 4.04155
1.21484, 4.10993
1.21875, 4.03067
1.22266, 3.84689
1.22656, 3.67467
1.23047, 3.59843
1.23438, 3.60078
1.23828, 3.59956
1.24219, 3.54528
1.24609, 3.46853
1.25, 3.43238
1.25391, 3.4582
1.25781, 3.5175
1.26172, 3.59407
1.26562, 3.73358
1.26953, 4.01591
1.27344, 4.47903
1.27734, 5.07459
1.28125, 5.69162
1.28516, 6.21359
1.28906, 6.56112
1.29297, 6.71307
1.29688, 6.71738
1.30078, 6.67697
1.30469, 6.68674
1.30859, 6.75002
1.3125, 6.75946
1.31641, 6.59075
1.32031, 6.23662
1.32422, 5.8406
1.32812, 5.5775
1.33203, 5.49363
1.33594, 5.4744
1.33984, 5.37428
1.34375, 5.16838
1.34766, 4.9658
1.35156, 4.88326
1.35547, 4.92703
1.35938, 5.00323
1.36328, 5.02148
1.36719, 4.96576
1.37109, 4.87404
1.375, 4.78582
1.37891, 4.73064
1.38281, 4.74279
1.38672, 4.84087
1.39062, 4.97704
